"id.x","userID","accessCode.x","task.x","pre_nihScore","pre_nihAccuracy","pre_nihRTScore","dateTime.x","id.y","accessCode.y","task.y","post_nihScore","post_nihAccuracy","post_nihRTScore","dateTime.y"
309,16770,"PUF18","dccs",8.30115,5,3.68577,"2018-10-16 09:15:15",1053,"FA18UCpost","dccs",3.81579,4,3.26498,"2018-11-27 09:13:48"
308,16771,"PUF18","dccs",7.0958,5,2.35221,"2018-10-16 09:14:52",1052,"FA18UCpost","dccs",6.66845,4,2.61439,"2018-11-27 09:19:20"
307,16772,"PUF18","dccs",8.29719,5,3.4254,"2018-10-16 09:15:04",1051,"FA18UCpost","dccs",3.15789,3,4.59807,"2018-11-27 09:24:06"
306,16773,"PUF18","dccs",7.88364,5,3.14005,"2018-10-16 09:14:47",1050,"FA18UCpost","dccs",3.46154,3,2.48673,"2018-11-27 09:20:48"
305,16774,"PUF18","dccs",6.99032,4,2.63135,"2018-10-16 09:17:54",1049,"FA18UCpost","dccs",7.41073,5,2.66073,"2018-12-04 09:04:07"
304,16775,"PUF18","dccs",7.52575,5,2.52575,"2018-10-16 09:17:42",1048,"FA18UCpost","dccs",6.84395,5,2.22856,"2018-11-27 09:14:58"
303,16776,"PUF18","dccs",9.13407,5,4.13407,"2018-10-16 09:17:54",1047,"FA18UCpost","dccs",3.20513,3,3.12931,"2018-11-27 09:20:58"
302,16777,"PUF18","dccs",7.26471,4,2.90573,"2018-10-16 09:17:50",1045,"FA18UCpost","dccs",7.73372,5,2.99013,"2018-11-27 09:23:04"
301,16778,"PUF18","dccs",3.71795,4,2.23666,"2018-10-16 09:13:37",1044,"FA18UCpost","dccs",7.59347,5,2.85663,"2018-11-27 09:13:01"
300,16779,"PUF18","dccs",7.60837,5,2.60837,"2018-10-16 09:12:37",1043,"FA18UCpost","dccs",7.33842,4,2.86473,"2018-11-27 09:15:32"
299,16780,"PUF18","dccs",6.71937,4,2.61681,"2018-10-16 09:14:34",1042,"FA18UCpost","dccs",7.83783,5,2.83783,"2018-11-27 09:11:24"
298,16781,"PUF18","dccs",2.4359,2,1.95737,"2018-10-16 09:18:27",1041,"FA18UCpost","dccs",3.78378,4,2.80071,"2018-11-27 09:13:54"
297,16782,"PUF18","dccs",2.5641,3,2.44727,"2018-10-16 09:20:22",1040,"FA18UCpost","dccs",3.84615,4,2.63988,"2018-11-27 09:11:01"
296,16783,"PUF18","dccs",7.66071,5,3.04532,"2018-10-16 09:20:28",1039,"FA18UCpost","dccs",6.79107,5,2.17568,"2018-11-27 09:17:11"
295,16784,"PUF18","dccs",7.18678,5,2.57139,"2018-10-16 09:24:23",1038,"FA18UCpost","dccs",6.71863,4,2.48786,"2018-12-04 09:06:42"
294,16785,"PUF18","dccs",8.07895,5,3.20715,"2018-10-16 09:20:54",1037,"FA18UCpost","dccs",7.65762,5,2.91403,"2018-11-27 09:17:45"
293,16786,"PUF18","dccs",8.17601,5,3.43242,"2018-10-16 09:22:25",1036,"FA18UCpost","dccs",7.99443,5,2.99443,"2018-12-04 09:08:09"
292,16787,"PUF18","dccs",7.33103,5,2.71564,"2018-10-16 09:17:42",1035,"FA18UCpost","dccs",7.81659,4,3.32941,"2018-11-27 09:15:12"
290,16789,"PUF18","dccs",7.58039,4,3.34962,"2018-10-16 09:17:23",1034,"FA18UCpost","dccs",6.55237,4,2.06519,"2018-11-27 09:14:03"
289,16790,"PUF18","dccs",8.32773,5,3.32773,"2018-10-16 09:19:05",1033,"FA18UCpost","dccs",7.33735,5,2.72197,"2018-11-27 09:18:54"
288,16791,"PUF18","dccs",7.46936,5,2.59757,"2018-10-16 09:18:41",1032,"FA18UCpost","dccs",5.92013,4,1.68936,"2018-11-27 09:25:10"
287,16792,"PUF18","dccs",7.03822,5,2.42284,"2018-10-16 09:20:08",1031,"FA18UCpost","dccs",5,5,0,"2018-11-27 09:12:25"
285,16795,"PUF18","dccs",7.80809,5,2.9363,"2018-10-16 09:56:48",1029,"FA18UCpost","dccs",8.17809,5,3.58349,"2018-11-27 09:52:42"
284,16796,"PUF18","dccs",7.5447,5,2.92931,"2018-10-16 09:57:38",1028,"FA18UCpost","dccs",3.33333,3,1.79098,"2018-12-04 09:52:21"
283,16797,"PUF18","dccs",4.69909,4,0.468325,"2018-10-16 10:00:58",1027,"FA18UCpost","dccs",6.67879,5,1.9352,"2018-11-27 10:06:51"
281,16799,"PUF18","dccs",6.96928,4,2.73851,"2018-10-16 10:00:48",1026,"FA18UCpost","dccs",6.78459,4,2.3109,"2018-11-27 09:54:42"
280,16800,"PUF18","dccs",9.45189,5,4.5801,"2018-10-16 09:58:36",1025,"FA18UCpost","dccs",3.58974,4,2.27656,"2018-11-27 09:59:18"
279,16801,"PUF18","dccs",7.52809,4,3.04092,"2018-10-16 09:55:49",1024,"FA18UCpost","dccs",8.39609,5,3.52767,"2018-11-27 09:51:07"
278,16802,"PUF18","dccs",7.55484,5,2.81125,"2018-10-16 09:54:45",1023,"FA18UCpost","dccs",3.71795,4,2.47199,"2018-11-27 09:54:38"
277,16803,"PUF18","dccs",7.53774,5,2.92235,"2018-10-16 09:53:41",1022,"FA18UCpost","dccs",7.66298,5,3.03798,"2018-12-04 09:47:40"
276,16804,"PUF18","dccs",7.19321,5,2.32142,"2018-10-16 09:53:37",1021,"FA18UCpost","dccs",7.35538,5,2.6411,"2018-11-27 09:50:10"
275,16805,"PUF18","dccs",7.70033,5,2.95033,"2018-10-16 09:53:23",1020,"FA18UCpost","dccs",7.65483,5,3.03945,"2018-12-04 09:44:41"
273,16807,"PUF18","dccs",7.60838,5,2.993,"2018-10-23 09:58:06",1019,"FA18UCpost","dccs",8.01672,5,3.27313,"2018-11-27 09:53:13"
272,16808,"PUF18","dccs",6.52495,4,2.29418,"2018-10-16 09:55:23",1018,"FA18UCpost","dccs",2.82051,3,1.91325,"2018-11-27 10:00:52"
271,16809,"PUF18","dccs",7.72959,5,2.72959,"2018-10-16 09:56:33",1017,"FA18UCpost","dccs",6.55641,4,2.32564,"2018-12-04 10:02:32"
270,16810,"PUF18","dccs",7.38964,4,3.03066,"2018-10-16 09:55:15",1016,"FA18UCpost","dccs",7.80064,4,3.34118,"2018-11-27 09:56:16"
269,16811,"PUF18","dccs",5.87744,4,1.39026,"2018-10-16 09:57:02",1015,"FA18UCpost","dccs",7.46973,5,2.46973,"2018-12-04 09:50:03"
268,16812,"PUF18","dccs",7.52388,5,2.90849,"2018-10-16 09:55:59",1014,"FA18UCpost","dccs",7.7407,5,3.13544,"2018-11-27 09:59:54"
267,16813,"PUF18","dccs",8.03807,5,3.29448,"2018-10-16 09:56:41",1013,"FA18UCpost","dccs",5,5,0,"2018-11-27 09:55:08"
266,16814,"PUF18","dccs",8.83365,5,4.21826,"2018-10-16 09:53:54",1011,"FA18UCpost","dccs",8.85917,5,4.2539,"2018-11-27 09:53:19"
265,16815,"PUF18","dccs",7.86092,5,3.24553,"2018-10-16 09:54:01",1010,"FA18UCpost","dccs",3.75,4,0.215158,"2018-11-27 09:58:15"
264,16816,"PUF18","dccs",7.96772,5,3.09593,"2018-10-16 09:53:46",1007,"FA18UCpost","dccs",9.08128,5,4.08128,"2018-11-27 10:09:08"
263,16817,"PUF18","dccs",3.07692,3,2.16683,"2018-10-16 09:59:31",1006,"FA18UCpost","dccs",7.49748,5,2.75389,"2018-12-04 09:46:22"
262,16818,"PUF18","dccs",7.04375,5,2.42837,"2018-10-16 09:58:38",1005,"FA18UCpost","dccs",7.63744,5,2.63744,"2018-11-27 10:03:48"
260,16820,"PUF18","dccs",8.20624,5,3.33444,"2018-10-16 11:22:20",1004,"FA18UCpost","dccs",8.9121,5,4.04368,"2018-11-27 11:20:05"
259,16821,"PUF18","dccs",8.01514,4,3.91258,"2018-10-16 11:22:23",1003,"FA18UCpost","dccs",0,4,0,"2018-11-27 11:24:35"
258,16822,"PUF18","dccs",3.97436,4,4.90096,"2018-10-16 11:23:25",1002,"FA18UCpost","dccs",7.59334,5,2.99875,"2018-11-27 11:20:23"
257,16823,"PUF18","dccs",8.85843,5,3.85843,"2018-10-16 11:29:08",1001,"FA18UCpost","dccs",5,5,0,"2018-11-27 11:33:59"
256,16824,"PUF18","dccs",7.13292,5,2.26113,"2018-10-16 11:22:02",1000,"FA18UCpost","dccs",7.45381,5,2.84855,"2018-11-27 11:18:26"
255,16825,"PUF18","dccs",2.05128,2,2.83382,"2018-10-16 11:21:59",999,"FA18UCpost","dccs",7.35485,4,2.99587,"2018-11-27 11:19:27"
254,16826,"PUF18","dccs",8.36495,4,3.87777,"2018-10-16 11:27:48",998,"FA18UCpost","dccs",8.33781,5,3.33781,"2018-11-27 11:19:12"
253,16827,"PUF18","dccs",3.75,4,0.606912,"2018-10-16 11:23:51",997,"FA18UCpost","dccs",5.61061,4,1.50805,"2018-11-27 11:26:18"
251,16829,"PUF18","dccs",8.52239,4,4.16341,"2018-10-16 11:19:14",996,"FA18UCpost","dccs",7.67399,5,3.05861,"2018-11-27 11:21:35"
250,16830,"PUF18","dccs",8.11533,5,3.37174,"2018-10-16 11:19:57",995,"FA18UCpost","dccs",7.86092,5,3.24553,"2018-11-27 11:17:02"
249,16831,"PUF18","dccs",7.89662,5,3.02482,"2018-10-16 11:22:55",994,"FA18UCpost","dccs",9.22013,5,4.34833,"2018-11-27 11:20:32"
248,16832,"PUF18","dccs",8.03812,5,3.16633,"2018-10-16 11:23:08",993,"FA18UCpost","dccs",8.32187,5,3.45008,"2018-11-27 11:18:42"
247,16833,"PUF18","dccs",8.21211,5,3.59673,"2018-10-16 11:20:06",992,"FA18UCpost","dccs",7.65974,4,3.17256,"2018-11-27 11:18:47"
246,16834,"PUF18","dccs",7.75284,5,2.88104,"2018-10-16 11:24:43",991,"FA18UCpost","dccs",6.84944,5,2.10585,"2018-11-27 11:20:14"
245,16835,"PUF18","dccs",6.51992,5,1.90453,"2018-10-16 11:25:29",990,"FA18UCpost","dccs",5.59645,4,1.36569,"2018-11-27 11:24:24"
244,16836,"PUF18","dccs",7.33877,5,2.59518,"2018-10-16 11:22:05",989,"FA18UCpost","dccs",8.61961,5,3.61961,"2018-11-27 11:32:43"
242,16838,"PUF18","dccs",6.43138,4,2.32881,"2018-10-16 11:21:59",988,"FA18UCpost","dccs",7.75294,5,3.0161,"2018-11-27 11:18:26"
241,16839,"PUF18","dccs",6.26106,5,1.64568,"2018-10-16 11:29:34",987,"FA18UCpost","dccs",6.37784,4,1.89066,"2018-12-04 11:20:17"
240,16840,"PUF18","dccs",8.20968,5,3.46609,"2018-10-23 11:26:41",986,"FA18UCpost","dccs",8.02819,5,3.2846,"2018-11-27 11:24:34"
239,16841,"PUF18","dccs",8.38926,4,4.15849,"2018-10-23 11:40:07",985,"FA18UCpost","dccs",5.25734,4,1.04682,"2018-11-27 11:19:16"
238,16842,"PUF18","dccs",2.4359,2,2.71944,"2018-10-23 11:20:11",984,"FA18UCpost","dccs",3.94737,4,3.36832,"2018-11-27 11:20:28"
237,16843,"PUF18","dccs",8.9144,5,4.17081,"2018-10-16 11:23:45",983,"FA18UCpost","dccs",8.26498,5,3.26498,"2018-11-27 11:18:12"
236,16844,"PUF18","dccs",8.11749,5,3.5021,"2018-10-16 11:22:52",982,"FA18UCpost","dccs",8.15968,5,3.28789,"2018-11-27 11:20:01"
235,16845,"PUF18","dccs",7.56521,4,3.33444,"2018-10-16 12:49:09",981,"FA18UCpost","dccs",7.0024,5,2.0024,"2018-11-27 12:42:53"
234,16846,"PUF18","dccs",7.07982,5,2.33623,"2018-10-16 12:59:46",980,"FA18UCpost","dccs",7.53746,5,2.66566,"2018-11-27 12:46:16"
233,16847,"PUF18","dccs",0,4,0,"2018-10-16 13:01:26",979,"FA18UCpost","dccs",3.58974,4,0,"2018-11-27 12:49:26"
232,16848,"PUF18","dccs",7.33027,5,2.45847,"2018-10-16 12:50:54",978,"FA18UCpost","dccs",8.03812,5,3.16633,"2018-11-27 12:45:48"
231,16850,"PUF18","dccs",6.57337,4,2.34261,"2018-10-16 12:56:19",977,"FA18UCpost","dccs",6.65009,4,2.16291,"2018-11-27 12:47:48"
230,16851,"PUF18","dccs",2.05128,2,3.63692,"2018-10-16 13:01:34",976,"FA18UCpost","dccs",2.17949,2,3.70562,"2018-11-27 12:42:29"
228,16852,"PUF18","dccs",8.21146,5,3.46787,"2018-10-16 12:53:04",975,"FA18UCpost","dccs",5.88418,4,1.65342,"2018-11-27 12:45:25"
227,16853,"PUF18","dccs",3.97436,4,4.14869,"2018-10-30 12:52:52",974,"FA18UCpost","dccs",6.53748,4,2.30671,"2018-11-27 12:43:53"
226,16854,"PUF18","dccs",8.78727,5,4.04368,"2018-10-16 12:45:50",973,"FA18UCpost","dccs",3.20513,3,5,"2018-11-27 12:54:14"
225,16855,"PUF18","dccs",7.15352,5,2.28173,"2018-10-16 12:55:35",972,"FA18UCpost","dccs",7.49506,5,2.87968,"2018-11-27 12:43:37"
224,16856,"PUF18","dccs",2.4359,2,3.45362,"2018-10-16 12:56:31",971,"FA18UCpost","dccs",3.97436,4,3.2715,"2018-11-27 12:43:26"
223,16857,"PUF18","dccs",5,5,0,"2018-10-16 13:10:34",970,"FA18UCpost","dccs",8.51397,5,3.77038,"2018-11-27 12:42:52"
222,16858,"PUF18","dccs",6.18846,4,2.0859,"2018-10-16 12:52:20",969,"FA18UCpost","dccs",6.42768,4,1.9405,"2018-11-27 12:44:04"
221,16859,"PUF18","dccs",7.02229,4,2.79152,"2018-10-16 12:52:15",968,"FA18UCpost","dccs",8.07132,5,3.32773,"2018-11-27 12:43:07"
220,16860,"PUF18","dccs",3.97436,4,2.75647,"2018-10-16 12:52:59",967,"FA18UCpost","dccs",8.22466,5,3.22466,"2018-11-27 12:43:04"
219,16861,"PUF18","dccs",8.35301,5,3.35301,"2018-10-16 12:51:31",966,"FA18UCpost","dccs",6.00775,4,1.64877,"2018-11-27 12:52:23"
218,16862,"PUF18","dccs",8.41738,4,3.9302,"2018-10-16 12:53:16",965,"FA18UCpost","dccs",7.10866,5,2.36507,"2018-11-27 12:46:16"
217,16863,"PUF18","dccs",3.84615,4,2.95597,"2018-10-16 13:00:45",964,"FA18UCpost","dccs",6.84758,4,2.61681,"2018-11-27 12:48:13"
216,16864,"PUF18","dccs",8.63602,5,3.76423,"2018-10-16 12:53:35",963,"FA18UCpost","dccs",8.40019,5,3.78481,"2018-11-27 12:42:50"
215,16865,"PUF18","dccs",7.27023,4,2.91126,"2018-10-16 12:57:05",962,"FA18UCpost","dccs",3.94737,4,4.43028,"2018-11-27 12:46:43"
214,16866,"PUF18","dccs",6.63127,4,2.38127,"2018-10-16 12:50:39",961,"FA18UCpost","dccs",6.84399,5,1.96899,"2018-11-27 12:46:56"
213,16867,"PUF18","dccs",7.4681,5,2.72451,"2018-10-16 12:49:32",960,"FA18UCpost","dccs",8.05131,5,3.30772,"2018-11-27 12:42:51"
212,16868,"PUF18","dccs",6.79757,5,2.05398,"2018-10-23 12:47:49",959,"FA18UCpost","dccs",7.41668,5,2.67309,"2018-11-27 12:45:35"
211,16870,"PUF18","dccs",6.6815,5,1.6815,"2018-10-16 13:40:09",958,"FA18UCpost","dccs",6.054,4,1.56682,"2018-11-27 13:38:14"
210,16871,"PUF18","dccs",8.81396,5,3.81396,"2018-10-16 13:41:05",957,"FA18UCpost","dccs",7.58677,5,2.84318,"2018-11-27 13:33:37"
209,16872,"PUF18","dccs",7.35542,5,2.35542,"2018-10-16 13:42:35",956,"FA18UCpost","dccs",7.24673,5,2.63135,"2018-11-27 13:33:26"
208,16873,"PUF18","dccs",7.46301,4,2.97583,"2018-10-16 13:36:03",955,"FA18UCpost","dccs",7.94125,5,3.19766,"2018-11-27 13:27:59"
207,16874,"PUF18","dccs",7.35456,4,3.25199,"2018-10-16 13:34:15",954,"FA18UCpost","dccs",7.8368,4,3.34962,"2018-11-27 13:27:39"
206,16875,"PUF18","dccs",7.93726,4,3.45008,"2018-10-16 13:33:40",953,"FA18UCpost","dccs",7.82051,5,2.82051,"2018-11-27 13:26:40"
205,16876,"PUF18","dccs",3.46154,3,2.81521,"2018-10-16 13:39:21",952,"FA18UCpost","dccs",6.55446,4,2.19549,"2018-11-27 13:34:59"
204,16877,"PUF18","dccs",7.73851,5,2.73851,"2018-10-16 13:35:13",951,"FA18UCpost","dccs",7.51045,5,2.63866,"2018-11-27 13:27:50"
203,16878,"PUF18","dccs",7.15761,5,2.41402,"2018-10-16 13:41:07",950,"FA18UCpost","dccs",7.33638,5,2.59279,"2018-11-27 13:29:27"
202,16879,"PUF18","dccs",6.57947,4,2.2205,"2018-10-16 13:42:02",949,"FA18UCpost","dccs",5.77957,5,0.907771,"2018-11-27 13:32:04"
201,16880,"PUF18","dccs",7.78582,5,2.91403,"2018-10-16 13:35:35",948,"FA18UCpost","dccs",8.62152,5,3.62152,"2018-11-27 13:29:00"
200,16881,"PUF18","dccs",0,4,0,"2018-10-16 13:35:18",947,"FA18UCpost","dccs",6.8915,4,2.66073,"2018-11-27 13:30:56"
199,16882,"PUF18","dccs",6.70973,4,2.60717,"2018-10-16 13:37:58",945,"FA18UCpost","dccs",7.49314,4,3.00596,"2018-11-27 13:28:46"
197,16884,"PUF18","dccs",5.71863,4,1.23145,"2018-10-16 13:37:25",944,"FA18UCpost","dccs",7.30554,5,2.56195,"2018-11-27 13:30:07"
196,16885,"PUF18","dccs",2.05128,2,3.14466,"2018-10-16 13:34:27",943,"FA18UCpost","dccs",3.20513,3,3.73371,"2018-11-27 13:37:15"
195,16886,"PUF18","dccs",7.43947,5,2.43947,"2018-10-16 13:36:44",942,"FA18UCpost","dccs",6.84279,4,2.59279,"2018-11-27 13:28:12"
194,16887,"PUF18","dccs",6.12265,4,1.74765,"2018-10-16 13:38:14",941,"FA18UCpost","dccs",6.82202,4,2.47991,"2018-11-27 13:30:38"
193,16888,"PUF18","dccs",5.59106,4,1.23208,"2018-10-23 13:32:50",940,"FA18UCpost","dccs",7.33609,5,2.7207,"2018-11-27 13:26:43"
192,16889,"PUF18","dccs",7.4399,4,3.08092,"2018-10-23 13:32:54",939,"FA18UCpost","dccs",7.29614,5,2.55255,"2018-11-27 13:28:49"
191,16890,"PUF18","dccs",8.44408,4,3.9569,"2018-10-23 13:33:42",938,"FA18UCpost","dccs",6.77689,4,2.67433,"2018-11-27 13:29:34"
189,16896,"PUF18","dccs",7.66356,4,3.56099,"2018-10-23 14:20:08",937,"FA18UCpost","dccs",6.62508,4,2.39431,"2018-11-27 14:13:13"
188,16897,"PUF18","dccs",6.34506,4,1.98608,"2018-10-16 14:17:24",936,"FA18UCpost","dccs",7.40645,4,3.17568,"2018-12-04 14:12:11"
186,16899,"PUF18","dccs",7.6052,5,2.73341,"2018-10-16 14:18:59",935,"FA18UCpost","dccs",7.36029,5,2.74491,"2018-11-27 14:13:20"
184,16901,"PUF18","dccs",7.01055,4,2.77978,"2018-10-23 14:18:23",934,"FA18UCpost","dccs",5.70787,4,1.4771,"2018-11-27 14:13:35"
182,16903,"PUF18","dccs",7.90831,5,3.03652,"2018-10-23 14:19:55",933,"FA18UCpost","dccs",7.97678,5,3.10498,"2018-11-27 14:12:08"
181,16904,"PUF18","dccs",4.92459,4,0.693822,"2018-10-23 14:19:18",932,"FA18UCpost","dccs",4.9806,4,0.749834,"2018-11-27 14:15:00"
179,16906,"PUF18","dccs",7.60022,5,2.85663,"2018-10-23 14:20:35",931,"FA18UCpost","dccs",8.86937,5,3.99757,"2018-11-27 14:12:17"
178,16907,"PUF18","dccs",8.46663,5,3.59483,"2018-10-23 14:23:04",930,"FA18UCpost","dccs",8.04605,5,3.43066,"2018-11-27 14:16:16"
177,16908,"PUF18","dccs",8.37174,5,3.37174,"2018-10-30 14:14:54",929,"FA18UCpost","dccs",7.88644,5,3.01465,"2018-11-27 14:12:06"
537,16920,"PUF18a","dccs",5,5,0,"2018-10-09 09:09:23",910,"FA18UCpost","dccs",4.74145,4,0.25427,"2018-12-04 08:58:04"
540,16921,"PUF18a","dccs",7.2896,5,2.71817,"2018-10-09 09:10:28",909,"FA18UCpost","dccs",3.97436,4,2.55372,"2018-12-04 08:54:46"
454,16922,"PUF18","dccs",7.46697,5,2.59518,"2018-10-16 09:06:16",908,"FA18UCpost","dccs",7.81654,5,2.81654,"2018-12-04 08:55:12"
545,16923,"PUF18a","dccs",6.99111,4,2.86068,"2018-10-09 09:08:44",907,"FA18UCpost","dccs",7.60022,5,2.85663,"2018-12-04 08:54:10"
529,16924,"PUF18a","dccs",5,5,0,"2018-10-09 09:10:35",906,"FA18UCpost","dccs",7.60562,5,2.86203,"2018-12-11 08:55:27"
531,16925,"PUF18a","dccs",5,5,0,"2018-10-09 09:10:08",905,"FA18UCpost","dccs",7.14445,5,2.40086,"2018-12-04 08:54:38"
534,16926,"PUF18a","dccs",5,5,0,"2018-10-09 09:09:47",904,"FA18UCpost","dccs",7.21897,5,2.47538,"2018-12-04 08:54:33"
532,16927,"PUF18a","dccs",6.44926,5,1.82426,"2018-10-16 08:50:18",903,"FA18UCpost","dccs",3.97436,4,2.26832,"2018-12-04 08:56:15"
538,16928,"PUF18a","dccs",5,5,0,"2018-10-09 09:09:38",902,"FA18UCpost","dccs",6.07645,4,1.58927,"2018-12-04 08:55:27"
539,16929,"PUF18a","dccs",5,5,0,"2018-10-09 09:08:58",901,"FA18UCpost","dccs",7.26471,5,2.52112,"2018-12-11 09:00:08"
432,16930,"PUF18","dccs",7.26873,5,2.65334,"2018-10-16 09:04:31",900,"FA18UCpost","dccs",7.64932,5,2.90573,"2018-12-04 08:56:24"
549,16931,"PUF18a","dccs",6.62172,5,1.87172,"2018-10-09 09:09:14",899,"FA18UCpost","dccs",7.16422,5,2.42063,"2018-12-04 08:54:48"
544,16932,"PUF18a","dccs",8.62173,4,4.19316,"2018-10-09 09:09:56",898,"FA18UCpost","dccs",7.67226,4,3.18508,"2018-12-11 08:55:55"
542,16933,"PUF18a","dccs",2.59259,3,3.80559,"2018-10-09 09:10:16",897,"FA18UCpost","dccs",7.24107,4,2.75389,"2018-12-04 08:54:29"
543,16934,"PUF18a","dccs",3.27586,3,2.86609,"2018-10-09 09:10:07",896,"FA18UCpost","dccs",7.97981,5,3.10801,"2018-12-04 08:55:13"
451,16935,"PUF18","dccs",3.875,4,1.90976,"2018-10-23 08:55:51",895,"FA18UCpost","dccs",7.45399,5,2.45399,"2018-12-04 08:56:51"
431,16936,"PUF18","dccs",7.95597,5,2.95597,"2018-10-16 09:05:12",894,"FA18UCpost","dccs",8.87561,5,3.87561,"2018-12-04 08:55:45"
430,16937,"PUF18","dccs",6.34867,4,1.9897,"2018-10-16 09:07:58",893,"FA18UCpost","dccs",6.9056,4,2.41843,"2018-12-04 08:55:28"
429,16938,"PUF18","dccs",7.98816,5,3.22626,"2018-10-23 09:11:30",892,"FA18UCpost","dccs",6.94637,5,2.07458,"2018-12-04 08:57:30"
426,16940,"PUF18","dccs",7.56971,5,2.94471,"2018-10-23 09:08:21",891,"FA18UCpost","dccs",6.91937,5,1.91937,"2018-12-04 08:56:39"
425,16941,"PUF18","dccs",7.5841,5,2.96872,"2018-10-23 09:09:06",890,"FA18UCpost","dccs",8.42936,5,3.68577,"2018-12-04 08:58:07"
435,16945,"PUF18","dccs",2.30769,2,1.48283,"2018-10-16 09:44:54",860,"FA18UCpost","dccs",2.4359,2,1.01539,"2018-12-11 09:37:16"
434,16946,"PUF18","dccs",3.46154,3,2.28795,"2018-10-16 09:47:29",859,"FA18UCpost","dccs",6.28625,4,1.92727,"2018-12-04 09:33:50"
609,16947,"preflank","dccs",3.84615,4,3.29283,"2018-10-16 09:33:12",858,"FA18UCpost","dccs",7.70068,4,3.2135,"2018-12-04 09:30:08"
439,16948,"PUF18","dccs",7.39256,5,2.77717,"2018-10-16 09:32:44",857,"FA18UCpost","dccs",8.23427,5,3.23427,"2018-12-04 09:31:28"
424,16949,"PUF18","dccs",3.71795,4,4.3537,"2018-10-23 09:38:53",856,"FA18UCpost","dccs",7.24115,5,2.36615,"2018-12-11 09:32:03"
433,16950,"PUF18","dccs",6.71632,5,1.71632,"2018-10-16 09:34:33",855,"FA18UCpost","dccs",8.09326,5,3.22147,"2018-12-04 09:34:21"
423,16951,"PUF18","dccs",6.43543,4,2.07646,"2018-10-16 09:38:20",853,"FA18UCpost","dccs",6.40866,5,1.66507,"2018-12-04 09:32:07"
422,16952,"PUF18","dccs",3.58974,4,5,"2018-10-23 09:35:59",852,"FA18UCpost","dccs",3.58974,4,2.82184,"2018-12-04 09:33:50"
421,16953,"PUF18","dccs",7.92301,5,3.05122,"2018-10-16 09:40:23",851,"FA18UCpost","dccs",6.35556,5,1.61197,"2018-12-04 09:32:26"
420,16954,"PUF18","dccs",7.48338,5,2.73979,"2018-10-16 09:39:11",850,"FA18UCpost","dccs",6.88332,5,2.01152,"2018-12-04 09:33:12"
