"id.x","userID","accessCode.x","task.x","pre_nihScore","pre_nihAccuracy","pre_nihRTScore","dateTime.x","id.y","accessCode.y","task.y","post_nihScore","post_nihAccuracy","post_nihRTScore","dateTime.y"
419,16955,"PUF18","dccs",7.15408,4,2.6669,"2018-10-16 09:38:33",849,"FA18UCpost","dccs",7.17263,5,2.55725,"2018-12-04 09:31:48"
418,16956,"PUF18","dccs",3.84615,4,1.49792,"2018-10-16 09:45:06",848,"FA18UCpost","dccs",5.64832,4,1.27332,"2018-12-04 09:33:10"
417,16957,"PUF18","dccs",7.9419,5,2.9419,"2018-10-23 09:39:24",847,"FA18UCpost","dccs",7.58508,5,2.73213,"2018-12-04 09:32:26"
415,16959,"PUF18","dccs",2.375,2,2.80202,"2018-10-30 09:32:04",846,"FA18UCpost","dccs",7.40802,5,2.66443,"2018-12-04 09:33:06"
414,16960,"PUF18","dccs",7.23297,4,2.98297,"2018-11-20 09:41:22",845,"FA18UCpost","dccs",7.60126,4,3.11408,"2018-12-04 09:30:49"
495,16967,"PUF18a","dccs",7.15037,4,2.66319,"2018-10-09 10:08:17",1130,"spFA18UCPOST","dccs",3.71795,4,3.13697,"2018-12-04 10:06:41"
490,16968,"PUF18a","dccs",2.05128,2,3.25361,"2018-10-09 10:09:35",1129,"spFA18UCPOST","dccs",3.58974,4,1.35553,"2018-12-04 10:11:54"
493,16969,"PUF18a","dccs",6.83073,4,2.59997,"2018-10-09 10:08:29",1128,"spFA18UCPOST","dccs",8.22786,5,3.22786,"2018-12-04 10:09:27"
492,16970,"PUF18a","dccs",2.94872,3,2.58088,"2018-10-09 10:08:57",1127,"spFA18UCPOST","dccs",3.84615,4,2.29835,"2018-12-04 10:07:06"
471,16971,"PUF18a","dccs",3.71795,4,2.90022,"2018-10-09 10:13:41",1126,"spFA18UCPOST","dccs",3.97436,4,3.21987,"2018-12-04 10:11:40"
488,16972,"PUF18a","dccs",2.69231,3,1.85806,"2018-10-09 10:11:38",1125,"spFA18UCPOST","dccs",6.19753,4,1.83856,"2018-12-04 10:11:15"
494,16973,"PUF18a","dccs",3.58974,4,1.915,"2018-10-09 10:13:17",1124,"spFA18UCPOST","dccs",7.07948,5,2.4641,"2018-12-04 10:14:31"
581,16974,"PespF18","dccs",0,4,0,"2018-10-16 10:24:08",1123,"spFA18UCPOST","dccs",3.07692,3,5,"2018-12-04 10:18:12"
579,16975,"PespF18","dccs",5,5,0,"2018-10-23 10:22:39",1122,"spFA18UCPOST","dccs",3.71795,4,2.63866,"2018-12-04 10:09:34"
577,16976,"PespF18","dccs",3.97436,4,0,"2018-10-16 10:25:38",1121,"spFA18UCPOST","dccs",2.4359,2,1.98428,"2018-12-04 10:13:05"
486,16977,"PUF18a","dccs",3.71795,4,2.4328,"2018-10-09 10:11:57",1120,"spFA18UCPOST","dccs",7.20788,4,2.7207,"2018-12-04 10:07:56"
572,16979,"PespF18","dccs",3.84615,4,0,"2018-10-16 10:23:23",1119,"spFA18UCPOST","dccs",2.17949,2,1.67679,"2018-12-11 10:09:42"
468,16980,"PUF18a","dccs",2.05128,2,3.07495,"2018-10-09 10:16:52",1118,"spFA18UCPOST","dccs",2.05128,2,2.64844,"2018-12-04 10:11:00"
485,16981,"PUF18a","dccs",2.17949,2,4.19816,"2018-10-09 10:17:44",1116,"spFA18UCPOST","dccs",5,5,0,"2018-12-11 10:14:45"
535,16982,"PUF18a","dccs",7.82956,5,2.95456,"2018-10-09 09:10:55",925,"FA18UCpost","dccs",7.48829,4,3.12931,"2018-12-04 08:53:52"
541,16983,"PUF18a","dccs",7.71942,5,2.97583,"2018-10-09 09:11:18",924,"FA18UCpost","dccs",8.37174,5,3.37174,"2018-12-04 08:54:57"
449,16984,"PUF18","dccs",7.1234,4,2.63622,"2018-10-23 08:56:39",923,"FA18UCpost","dccs",7.50193,5,2.63013,"2018-12-04 08:54:16"
528,16985,"PUF18a","dccs",8.28132,5,3.28132,"2018-10-09 09:11:23",922,"FA18UCpost","dccs",7.81521,5,2.81521,"2018-12-04 08:55:53"
527,16986,"PUF18a","dccs",6.44591,5,1.82091,"2018-10-09 09:11:04",921,"FA18UCpost","dccs",7.31768,4,3.08691,"2018-12-04 08:56:04"
547,16987,"PUF18a","dccs",7.43213,4,3.05713,"2018-10-09 09:10:55",920,"FA18UCpost","dccs",7.28795,5,2.54436,"2018-12-04 08:58:22"
530,16988,"PUF18a","dccs",7.36408,4,3.11408,"2018-10-09 09:10:55",919,"FA18UCpost","dccs",7.59407,5,2.97868,"2018-12-04 08:56:08"
526,16990,"PUF18a","dccs",7.13866,5,2.63866,"2018-10-09 09:12:44",918,"FA18UCpost","dccs",6.92,5,2.30462,"2018-12-04 08:54:11"
525,16991,"PUF18a","dccs",6.50615,4,2.50615,"2018-10-09 09:12:15",917,"FA18UCpost","dccs",6.16303,5,1.41303,"2018-12-04 08:58:08"
550,16992,"PUF18a","dccs",7.74156,5,2.99156,"2018-10-09 09:09:47",916,"FA18UCpost","dccs",7.46937,5,2.72578,"2018-12-04 08:54:39"
548,16993,"PUF18a","dccs",6.70846,5,2.20846,"2018-10-09 09:10:20",915,"FA18UCpost","dccs",7.47765,5,2.47765,"2018-12-04 08:56:27"
444,16994,"PUF18","dccs",2.4359,2,3.76423,"2018-10-23 09:03:03",914,"FA18UCpost","dccs",6.50237,4,2.1434,"2018-12-04 08:58:18"
552,16995,"PUF18a","dccs",5.85425,4,1.47925,"2018-10-09 09:04:43",913,"FA18UCpost","dccs",5.63688,4,1.40611,"2018-12-04 09:05:52"
413,16996,"PUF18","dccs",3.07692,3,5,"2018-10-16 09:03:19",912,"FA18UCpost","dccs",5.87283,4,1.51385,"2018-12-04 09:01:21"
412,16998,"PUF18","dccs",3.58974,4,2.62164,"2018-10-16 09:05:23",911,"FA18UCpost","dccs",6.899,4,2.41182,"2018-12-04 08:56:26"
515,17006,"PUF18a","dccs",7.66167,5,3.16167,"2018-10-09 09:45:27",889,"FA18UCpost","dccs",8.03359,5,3.03359,"2018-12-04 09:31:38"
514,17007,"PUF18a","dccs",7.88385,5,3.00885,"2018-10-09 09:45:31",888,"FA18UCpost","dccs",7.58552,5,2.97014,"2018-12-04 09:34:39"
517,17008,"PUF18a","dccs",7.61203,5,2.86203,"2018-10-09 09:45:18",887,"FA18UCpost","dccs",7.74522,5,3.00163,"2018-12-11 09:30:50"
516,17009,"PUF18a","dccs",7.94846,5,3.07346,"2018-10-09 09:45:14",886,"FA18UCpost","dccs",6.73155,5,1.85976,"2018-12-04 09:34:36"
441,17010,"PUF18","dccs",8.07803,5,3.33444,"2018-10-23 09:42:44",885,"FA18UCpost","dccs",7.7845,5,3.04092,"2018-12-04 09:27:42"
498,17011,"PUF18a","dccs",7.20293,4,3.07793,"2018-10-09 09:46:06",884,"FA18UCpost","dccs",6.73922,4,2.50845,"2018-12-04 09:37:50"
501,17012,"PUF18a","dccs",6.74928,4,2.49928,"2018-10-09 09:46:28",883,"FA18UCpost","dccs",3.84615,4,3.37003,"2018-12-04 09:34:53"
500,17013,"PUF18a","dccs",8.12016,5,3.12016,"2018-10-09 09:46:49",882,"FA18UCpost","dccs",7.49586,5,2.62407,"2018-12-04 09:28:45"
509,17014,"PUF18a","dccs",7.86408,5,3.11408,"2018-10-09 09:45:28",881,"FA18UCpost","dccs",6.13009,4,1.89932,"2018-12-04 09:34:44"
502,17015,"PUF18a","dccs",7.19747,5,2.32247,"2018-10-09 09:46:13",880,"FA18UCpost","dccs",0,4,0,"2018-12-04 09:35:06"
511,17016,"PUF18a","dccs",8.11409,5,3.23909,"2018-10-09 09:45:34",879,"FA18UCpost","dccs",7.37694,5,2.37694,"2018-12-04 09:35:11"
513,17017,"PUF18a","dccs",8.02216,5,3.52216,"2018-10-09 09:44:25",878,"FA18UCpost","dccs",7.68503,4,3.32606,"2018-12-04 09:28:47"
497,17018,"PUF18a","dccs",6.12377,4,1.99877,"2018-10-09 09:47:42",877,"FA18UCpost","dccs",3.71795,4,2.43502,"2018-12-11 09:31:23"
520,17019,"PUF18a","dccs",6.42836,5,1.67836,"2018-10-09 09:40:58",876,"FA18UCpost","dccs",7.0629,5,2.31931,"2018-12-04 09:36:05"
504,17020,"PUF18a","dccs",7.15673,5,2.28173,"2018-10-09 09:45:58",875,"FA18UCpost","dccs",0,4,0,"2018-12-04 09:31:15"
503,17021,"PUF18a","dccs",6.68854,5,2.18854,"2018-10-09 09:45:58",874,"FA18UCpost","dccs",7.31349,5,2.4417,"2018-12-04 09:34:23"
519,17022,"PUF18a","dccs",7.86203,5,2.86203,"2018-10-09 09:39:49",873,"FA18UCpost","dccs",8.07895,5,3.20715,"2018-12-04 09:34:00"
524,17023,"PUF18a","dccs",8.31184,4,3.93684,"2018-10-09 09:36:55",872,"FA18UCpost","dccs",8.8831,5,4.0113,"2018-12-04 09:28:44"
518,17024,"PUF18a","dccs",8.35339,4,4.22839,"2018-10-09 09:42:18",871,"FA18UCpost","dccs",3.97436,4,1.49865,"2018-12-04 09:30:17"
521,17025,"PUF18a","dccs",6.57148,4,2.19648,"2018-10-09 09:39:03",870,"FA18UCpost","dccs",7.63148,5,3.0161,"2018-12-04 09:29:31"
442,17026,"PUF18","dccs",8.15595,5,3.54057,"2018-10-23 09:43:35",869,"FA18UCpost","dccs",8.40273,5,3.40273,"2018-12-04 09:27:22"
522,17027,"PUF18a","dccs",7.22758,4,2.85258,"2018-10-09 09:38:59",868,"FA18UCpost","dccs",6.99333,4,2.50615,"2018-12-04 09:30:11"
506,17028,"PUF18a","dccs",7.89198,5,2.89198,"2018-10-09 09:45:00",867,"FA18UCpost","dccs",7.88644,5,3.01465,"2018-12-04 09:28:00"
508,17029,"PUF18a","dccs",7.37632,5,2.75132,"2018-10-09 09:45:59",866,"FA18UCpost","dccs",8.50782,5,3.76423,"2018-12-04 09:37:54"
510,17030,"PUF18a","dccs",8.05068,5,3.17568,"2018-10-09 09:45:20",865,"FA18UCpost","dccs",8.08212,5,3.21033,"2018-12-04 09:34:31"
507,17031,"PUF18a","dccs",6.97765,5,2.47765,"2018-10-09 09:44:41",864,"FA18UCpost","dccs",4.23077,4,0,"2018-12-04 09:31:46"
505,17032,"PUF18a","dccs",6.37184,5,1.74684,"2018-10-09 09:44:38",863,"FA18UCpost","dccs",7.19022,4,2.70304,"2018-12-04 09:33:33"
512,17033,"PUF18a","dccs",8.29983,5,3.54983,"2018-10-09 09:43:34",862,"FA18UCpost","dccs",3.33333,3,4.46961,"2018-12-04 09:29:40"
483,17035,"PUF18a","dccs",7.4669,5,2.7169,"2018-10-09 10:11:16",843,"FA18UCpost","dccs",7.45857,5,2.84318,"2018-12-04 10:02:25"
475,17036,"PUF18a","dccs",7.54444,4,3.16944,"2018-10-09 10:10:20",842,"FA18UCpost","dccs",7.16231,4,2.80334,"2018-12-04 10:02:01"
479,17037,"PUF18a","dccs",7.09159,5,2.59159,"2018-10-09 10:10:23",841,"FA18UCpost","dccs",6.83541,5,1.96362,"2018-12-04 10:13:49"
480,17038,"PUF18a","dccs",8.01661,5,3.26661,"2018-10-09 10:09:11",840,"FA18UCpost","dccs",8.69766,5,3.69766,"2018-12-04 10:06:35"
491,17039,"PUF18a","dccs",6.77911,5,2.15411,"2018-10-09 10:07:40",839,"FA18UCpost","dccs",2.5641,3,2.30253,"2018-12-04 10:05:33"
477,17040,"PUF18a","dccs",6.64932,5,1.89932,"2018-10-09 10:10:08",838,"FA18UCpost","dccs",7.83207,5,3.21668,"2018-12-04 10:06:54"
481,17041,"PUF18a","dccs",7.35945,5,2.48445,"2018-10-09 10:09:51",837,"FA18UCpost","dccs",7.46184,5,2.46184,"2018-12-04 10:06:51"
478,17042,"PUF18a","dccs",8.90473,5,4.27973,"2018-10-09 10:09:23",836,"FA18UCpost","dccs",8.06316,5,3.19136,"2018-12-04 10:03:56"
487,17043,"PUF18a","dccs",7.40217,5,2.77717,"2018-10-09 10:08:02",835,"FA18UCpost","dccs",7.08326,5,2.21146,"2018-12-04 10:01:30"
470,17044,"PUF18a","dccs",7.82716,5,2.82716,"2018-10-09 10:13:35",834,"FA18UCpost","dccs",7.39213,5,2.39213,"2018-12-04 10:05:33"
469,17045,"PUF18a","dccs",7.28073,4,2.90573,"2018-10-09 10:13:27",833,"FA18UCpost","dccs",6.20716,5,1.46357,"2018-12-04 10:06:49"
467,17046,"PUF18a","dccs",7.31113,5,2.43613,"2018-10-09 10:14:46",832,"FA18UCpost","dccs",7.32915,5,2.45735,"2018-12-11 10:07:42"
476,17048,"PUF18a","dccs",3.5,4,3.82025,"2018-10-09 10:09:16",831,"FA18UCpost","dccs",3.97436,4,4.40262,"2018-12-04 10:20:07"
474,17049,"PUF18a","dccs",7.32051,5,2.69551,"2018-10-09 10:10:38",830,"FA18UCpost","dccs",7.4937,5,2.87831,"2018-12-04 10:00:55"
410,17051,"PUF18","dccs",6.75305,4,2.52228,"2018-10-16 10:20:46",828,"FA18UCpost","dccs",7.05491,5,2.05491,"2018-12-11 10:10:05"
409,17058,"PUF18","dccs",7.30793,5,2.43613,"2018-10-10 09:10:34",806,"FA18UCpost","dccs",7.14826,5,2.14826,"2018-12-05 08:55:38"
408,17059,"PUF18","dccs",3.84615,4,3.39581,"2018-10-10 09:07:48",805,"FA18UCpost","dccs",8.69378,5,3.95019,"2018-12-05 08:55:16"
407,17060,"PUF18","dccs",2.17949,2,2.60116,"2018-10-10 09:06:12",804,"FA18UCpost","dccs",7.03951,4,2.68054,"2018-12-19 08:57:31"
406,17061,"PUF18","dccs",2.05128,2,3.46966,"2018-10-10 09:06:08",803,"FA18UCpost","dccs",2.05128,2,2.85393,"2018-12-05 08:57:32"
405,17062,"PUF18","dccs",6.31456,4,1.95559,"2018-10-24 08:57:59",802,"FA18UCpost","dccs",7.03702,4,2.67805,"2018-12-05 08:58:28"
404,17063,"PUF18","dccs",2.05128,2,3.63499,"2018-10-10 09:06:37",800,"FA18UCpost","dccs",7.60429,4,3.11712,"2018-12-05 08:54:40"
403,17064,"PUF18","dccs",2.5,3,3.14774,"2018-10-10 09:08:53",799,"FA18UCpost","dccs",8.8153,5,3.94351,"2018-12-05 08:54:57"
402,17065,"PUF18","dccs",7.82751,5,3.08392,"2018-10-10 09:08:15",798,"FA18UCpost","dccs",7.93071,5,2.93071,"2018-12-05 08:55:11"
401,17066,"PUF18","dccs",3.46154,3,1.21492,"2018-10-24 09:00:27",797,"FA18UCpost","dccs",3.33333,3,0,"2018-12-05 09:00:54"
400,17067,"PUF18","dccs",2.5,3,3.72766,"2018-10-10 09:12:59",796,"FA18UCpost","dccs",3.97436,4,2.98154,"2018-12-05 08:59:36"
398,17068,"PUF18","dccs",7.53218,5,2.9168,"2018-10-10 09:07:52",795,"FA18UCpost","dccs",8.24267,5,3.62729,"2018-12-05 08:54:28"
397,17069,"PUF18","dccs",5.91966,4,1.6604,"2018-10-10 09:12:12",794,"FA18UCpost","dccs",3.84615,4,2.38127,"2018-12-05 08:58:43"
395,17070,"PUF18","dccs",6.86398,4,2.505,"2018-10-10 09:10:22",793,"FA18UCpost","dccs",7.23209,4,2.74491,"2018-12-05 08:56:27"
394,17071,"PUF18","dccs",7.51909,4,3.16012,"2018-10-10 09:07:11",792,"FA18UCpost","dccs",7.73659,5,2.993,"2018-12-05 08:57:15"
393,17072,"PUF18","dccs",6.79285,4,2.30567,"2018-10-10 09:06:54",791,"FA18UCpost","dccs",7.27717,5,2.77717,"2018-12-05 08:56:54"
392,17073,"PUF18","dccs",6.66977,4,2.18259,"2018-10-10 09:04:26",790,"FA18UCpost","dccs",7.30554,5,2.56195,"2018-12-05 08:55:03"
391,17074,"PUF18","dccs",7.01519,5,2.1434,"2018-10-24 09:04:00",789,"FA18UCpost","dccs",7.20543,5,2.46184,"2018-12-05 08:55:52"
390,17075,"PUF18","dccs",6.58921,4,2.10203,"2018-10-31 09:04:12",788,"FA18UCpost","dccs",5,5,0,"2018-12-05 09:00:52"
389,17076,"PUF18","dccs",2.05128,2,2.44951,"2018-10-31 09:08:41",787,"FA18UCpost","dccs",3.33333,3,2.75518,"2018-12-05 08:58:43"
388,17077,"PUF18","dccs",3.66667,4,2.36185,"2018-11-28 09:09:27",786,"FA18UCpost","dccs",6.53539,4,2.30462,"2018-12-05 08:56:55"
387,17083,"PUF18","dccs",6.94048,5,2.34048,"2018-10-10 10:24:15",768,"FA18UCpost","dccs",7.56551,5,2.69051,"2018-12-05 10:06:23"
385,17084,"PUF18","dccs",0,5,0,"2018-10-10 10:22:36",767,"FA18UCpost","dccs",7.89662,5,3.02482,"2018-12-05 10:07:14"
382,17085,"PUF18","dccs",8.67338,5,4.00671,"2018-10-10 10:22:55",766,"FA18UCpost","dccs",7.63283,5,2.88924,"2018-12-05 10:09:07"
381,17086,"PUF18","dccs",7.43751,4,2.95033,"2018-10-10 10:19:41",765,"FA18UCpost","dccs",8.10169,5,3.3581,"2018-12-05 10:04:30"
379,17087,"PUF18","dccs",3.04348,3,1.3147,"2018-10-10 10:21:51",764,"FA18UCpost","dccs",7.94079,5,3.06899,"2018-12-05 10:03:36"
378,17088,"PUF18","dccs",6.55958,5,1.68778,"2018-10-24 10:03:53",763,"FA18UCpost","dccs",7.1278,5,2.25601,"2018-12-05 10:05:54"
376,17089,"PUF18","dccs",6.77144,5,2.15606,"2018-10-10 10:24:18",762,"FA18UCpost","dccs",7.34921,4,2.86203,"2018-12-05 10:04:32"
375,17090,"PUF18","dccs",7.90831,5,3.03652,"2018-10-10 10:21:27",761,"FA18UCpost","dccs",8.34862,5,3.47683,"2018-12-05 10:07:33"
374,17091,"PUF18","dccs",6.99755,5,2.25396,"2018-10-10 10:21:29",760,"FA18UCpost","dccs",7.32684,5,2.58325,"2018-12-05 10:05:25"
373,17092,"PUF18","dccs",4.48718,4,0,"2018-10-10 10:18:19",759,"FA18UCpost","dccs",6.579,5,1.96362,"2018-12-05 10:06:15"
372,17093,"PUF18","dccs",9.36282,5,4.61923,"2018-10-10 10:16:14",758,"FA18UCpost","dccs",8.85831,5,4.11472,"2018-12-05 10:05:44"
371,17094,"PUF18","dccs",8.12561,5,3.38202,"2018-10-10 10:15:22",757,"FA18UCpost","dccs",7.46049,5,2.7169,"2018-12-05 10:06:58"
370,17095,"PUF18","dccs",7.05869,5,2.3151,"2018-10-10 10:14:43",756,"FA18UCpost","dccs",7.14544,4,2.65826,"2018-12-05 10:05:15"
369,17096,"PUF18","dccs",3.20513,3,4.03438,"2018-10-10 10:16:42",755,"FA18UCpost","dccs",3.07692,3,3.20399,"2018-12-05 10:05:25"
368,17097,"PUF18","dccs",7.47416,5,2.60236,"2018-10-10 10:16:30",754,"FA18UCpost","dccs",8.10045,5,3.10045,"2018-12-05 10:11:31"
367,17098,"PUF18","dccs",7.59978,5,2.9844,"2018-10-10 10:18:19",753,"FA18UCpost","dccs",7.8053,5,2.9335,"2018-12-05 10:06:39"
366,17099,"PUF18","dccs",6.88548,5,1.88548,"2018-10-10 10:20:10",752,"FA18UCpost","dccs",7.42435,5,2.55255,"2018-12-05 10:05:46"
365,17100,"PUF18","dccs",6.42238,4,1.9352,"2018-10-10 10:21:51",751,"FA18UCpost","dccs",6.46196,4,2.10299,"2018-12-05 10:06:42"
364,17132,"PUF18","dccs",7.57985,5,2.96446,"2018-10-10 09:13:43",826,"FA18UCpost","dccs",7.61798,5,2.74619,"2018-12-05 09:03:47"
363,17133,"PUF18","dccs",7.32233,4,2.83515,"2018-10-10 09:13:37",825,"FA18UCpost","dccs",7.51039,5,2.7668,"2018-12-05 08:55:22"
362,17134,"PUF18","dccs",8.60147,5,3.72968,"2018-10-10 09:12:29",824,"FA18UCpost","dccs",7.36754,4,3.26498,"2018-12-05 09:00:39"
361,17135,"PUF18","dccs",6.93222,4,2.44504,"2018-10-10 09:12:17",823,"FA18UCpost","dccs",7.3079,5,2.56431,"2018-12-05 08:59:49"
360,17136,"PUF18","dccs",2.4359,2,2.77978,"2018-10-10 09:11:09",822,"FA18UCpost","dccs",6.91333,4,2.42615,"2018-12-05 09:01:44"
359,17137,"PUF18","dccs",6.75684,5,2.14146,"2018-10-24 09:03:29",821,"FA18UCpost","dccs",3.71795,4,0,"2018-12-05 09:03:02"
358,17138,"PUF18","dccs",7.28657,4,2.79939,"2018-10-10 09:04:59",820,"FA18UCpost","dccs",8.54378,5,3.67198,"2018-12-05 08:58:58"
357,17139,"PUF18","dccs",6.57455,4,2.47199,"2018-10-10 09:07:40",819,"FA18UCpost","dccs",6.35291,4,1.86573,"2018-12-05 09:00:37"
356,17140,"PUF18","dccs",7.00605,5,2.00605,"2018-10-10 09:07:37",818,"FA18UCpost","dccs",8.01119,5,3.39581,"2018-12-05 09:01:23"
355,17141,"PUF18","dccs",7.78238,5,2.78238,"2018-10-24 09:10:32",817,"FA18UCpost","dccs",6.63598,5,1.89239,"2018-12-05 09:03:30"
354,17142,"PUF18","dccs",2.05128,2,3.21987,"2018-10-24 09:10:56",816,"FA18UCpost","dccs",6.84597,5,2.23058,"2018-12-05 09:04:09"
353,17143,"PUF18","dccs",6.52704,4,2.29627,"2018-11-07 09:08:04",815,"FA18UCpost","dccs",7.6725,5,2.80071,"2018-12-05 08:59:18"
352,17144,"PUF18","dccs",7.18259,5,2.18259,"2018-10-24 09:13:35",814,"FA18UCpost","dccs",6.34523,4,2.11446,"2018-12-05 08:59:41"
350,17145,"PUF18","dccs",6.82426,5,1.82426,"2018-10-10 09:05:59",813,"FA18UCpost","dccs",3.84615,4,2.9016,"2018-12-05 08:59:37"
349,17146,"PUF18","dccs",2.17949,2,3.4483,"2018-10-10 09:06:55",812,"FA18UCpost","dccs",2.125,2,0.149816,"2018-12-05 09:06:19"
348,17147,"PUF18","dccs",7.20484,5,2.33305,"2018-10-24 08:56:58",811,"FA18UCpost","dccs",7.6519,5,3.03652,"2018-12-05 08:57:42"
347,17149,"PUF18","dccs",3.84615,4,0.346104,"2018-10-24 08:57:56",810,"FA18UCpost","dccs",6.13827,4,1.65109,"2018-12-05 09:00:10"
345,17150,"PUF18","dccs",5,5,0,"2018-10-10 09:14:52",809,"FA18UCpost","dccs",7.24881,4,2.76163,"2018-12-05 08:57:40"
344,17151,"PUF18","dccs",8.5201,5,3.8951,"2018-10-31 08:53:19",808,"FA18UCpost","dccs",8.46723,5,3.72364,"2018-12-05 08:59:46"
343,17156,"PUF18","dccs",2.5641,3,3.63306,"2018-10-24 09:45:59",785,"FA18UCpost","dccs",2.69231,3,1.65342,"2018-12-19 09:37:08"
341,17157,"PUF18","dccs",0,4,0,"2018-10-24 09:48:21",784,"FA18UCpost","dccs",7.37154,5,2.37154,"2018-12-19 09:41:03"
340,17158,"PUF18","dccs",7.8306,5,2.9588,"2018-10-10 09:47:44",783,"FA18UCpost","dccs",7.18674,4,2.95597,"2018-12-19 09:34:38"
339,17159,"PUF18","dccs",6.83775,4,2.47878,"2018-10-10 09:47:47",782,"FA18UCpost","dccs",7.37701,5,2.76163,"2018-12-19 09:41:55"
338,17160,"PUF18","dccs",2.17949,2,0.462495,"2018-10-10 09:47:28",781,"FA18UCpost","dccs",3.58974,4,2.24886,"2018-12-19 09:40:26"
337,17161,"PUF18","dccs",2.17949,2,2.68178,"2018-10-10 09:47:08",780,"FA18UCpost","dccs",2.17949,2,3.06899,"2018-12-19 09:41:31"
336,17162,"PUF18","dccs",5,5,0,"2018-10-24 09:49:30",779,"FA18UCpost","dccs",3.71795,4,1.93255,"2018-12-19 09:44:15"
334,17163,"PUF18","dccs",3.71795,4,0,"2018-10-10 09:42:35",778,"FA18UCpost","dccs",6.84619,4,2.74363,"2018-12-19 09:36:33"
333,17164,"PUF18","dccs",7.78629,5,2.78629,"2018-10-10 09:40:40",777,"FA18UCpost","dccs",7.30839,5,2.69301,"2018-12-19 09:37:48"
331,17166,"PUF18","dccs",3.97436,4,2.57376,"2018-10-10 09:39:07",776,"FA18UCpost","dccs",5.96074,4,1.71074,"2018-12-19 09:29:56"
330,17167,"PUF18","dccs",8.17777,5,3.43418,"2018-10-24 09:46:23",775,"FA18UCpost","dccs",6.81723,5,2.07364,"2018-12-19 09:40:36"
329,17168,"PUF18","dccs",3.46154,3,2.51997,"2018-10-10 09:47:55",774,"FA18UCpost","dccs",7.505,5,2.505,"2018-12-19 09:35:54"
328,17169,"PUF18","dccs",2.69231,3,1.18411,"2018-10-10 09:45:37",773,"FA18UCpost","dccs",6.12044,5,1.37044,"2018-12-19 09:38:34"
327,17170,"PUF18","dccs",7.31498,5,2.57139,"2018-10-31 09:33:05",772,"FA18UCpost","dccs",7.39828,5,2.77328,"2018-12-19 09:37:21"
324,17172,"PUF18","dccs",7.2774,4,2.79022,"2018-10-10 09:46:49",771,"FA18UCpost","dccs",7.6507,5,2.90711,"2018-12-19 09:36:37"
323,17173,"PUF18","dccs",9.23077,4,5,"2018-10-10 09:48:03",770,"FA18UCpost","dccs",6.85114,5,2.35114,"2018-12-19 09:46:51"
321,17174,"PUF18","dccs",3.52941,4,3.39927,"2018-10-10 09:50:04",769,"FA18UCpost","dccs",3.97436,4,2.78238,"2018-12-19 09:38:17"
461,17248,"PUF18","dccs",8.10606,5,3.23106,"2018-10-08 21:35:10",612,"fa18UCp1","dccs",2.82051,3,5,"2018-11-26 09:58:20"
