"id.x","userID","accessCode.x","task.x","pre_nihScore","pre_nihAccuracy","pre_nihRTScore","id.y","accessCode.y","task.y","post_nihScore","post_nihAccuracy","post_nihRTScore"
816,16856,"PUF18","flanker",6.44615,4,2.04139,1581,"FA18UCpost","flanker",3.57143,4,2.41976
817,16855,"PUF18","flanker",4.42208,4,0.0173135,1582,"FA18UCpost","flanker",6.66098,5,1.78003
818,16854,"PUF18","flanker",8.45907,5,3.57811,1583,"FA18UCpost","flanker",8.10966,5,3.22871
818,16854,"PUF18","flanker",8.45907,5,3.57811,1584,"FA18UCpost","flanker",8.10966,5,3.22871
819,16853,"PUF18","flanker",8.4336,5,3.55265,1585,"FA18UCpost","flanker",8.57384,5,3.57384
820,16852,"PUF18","flanker",8.23599,5,3.59313,1586,"FA18UCpost","flanker",3.45238,3,1.69333
821,16852,"PUF18","flanker",8.23599,5,3.59313,1586,"FA18UCpost","flanker",3.45238,3,1.69333
822,16851,"PUF18","flanker",3.45238,3,3.52545,1587,"FA18UCpost","flanker",3.09524,3,2.58561
823,16850,"PUF18","flanker",7.15697,5,2.27602,1588,"FA18UCpost","flanker",7.76784,5,2.76784
824,16848,"PUF18","flanker",7.58647,5,2.70552,1589,"FA18UCpost","flanker",8.40097,5,3.40097
825,16847,"PUF18","flanker",3.92857,4,1.23901,1590,"FA18UCpost","flanker",5.72437,4,1.31961
826,16846,"PUF18","flanker",7.86179,5,2.98084,1591,"FA18UCpost","flanker",7.78862,5,2.78862
827,16845,"PUF18","flanker",8.0891,5,3.0891,1592,"FA18UCpost","flanker",7.225,5,2.225
828,16844,"PUF18","flanker",3.92857,4,3.09567,1593,"FA18UCpost","flanker",3.33333,3,2.67382
829,16843,"PUF18","flanker",8.53319,5,3.65224,1594,"FA18UCpost","flanker",8.38551,5,3.38551
830,16842,"PUF18","flanker",6.95431,4,2.66859,1595,"FA18UCpost","flanker",7.99325,5,2.99325
831,16841,"PUF18","flanker",5,5,0,1596,"FA18UCpost","flanker",6.5101,4,2.46248
832,16840,"PUF18","flanker",8.69955,5,3.69955,1597,"FA18UCpost","flanker",8.67653,5,3.79558
833,16839,"PUF18","flanker",6.96669,5,1.96669,1598,"FA18UCpost","flanker",6.75279,5,1.75279
834,16838,"PUF18","flanker",3.57143,4,1.07936,1599,"FA18UCpost","flanker",5.50139,4,1.21568
836,16836,"PUF18","flanker",8.56958,5,3.56958,1600,"FA18UCpost","flanker",5,5,0
837,16835,"PUF18","flanker",7.44053,5,2.55958,1601,"FA18UCpost","flanker",7.08147,5,2.20052
838,16834,"PUF18","flanker",8.13459,5,3.25363,1602,"FA18UCpost","flanker",7.58063,5,2.58063
839,16833,"PUF18","flanker",6.953,4,2.66729,1603,"FA18UCpost","flanker",6.82082,5,1.82082
840,16832,"PUF18","flanker",8.48234,5,3.48234,1604,"FA18UCpost","flanker",8.50685,5,3.50685
841,16831,"PUF18","flanker",8.07289,5,3.19194,1605,"FA18UCpost","flanker",8.44617,5,3.44618
842,16830,"PUF18","flanker",7.20419,5,2.68038,1606,"FA18UCpost","flanker",8.41657,5,3.41657
845,16827,"PUF18","flanker",8.03736,5,3.03736,1607,"FA18UCpost","flanker",7.47302,5,2.47302
846,16826,"PUF18","flanker",7.91354,5,3.03258,1608,"FA18UCpost","flanker",7.90361,5,2.90361
847,16825,"PUF18","flanker",3.21429,3,2.09803,1609,"FA18UCpost","flanker",5.90131,5,1.1394
848,16824,"PUF18","flanker",7.42826,5,2.54731,1610,"FA18UCpost","flanker",8.07278,5,3.07278
849,16823,"PUF18","flanker",3.69048,4,2.23118,1611,"FA18UCpost","flanker",2.61905,3,0
849,16823,"PUF18","flanker",3.69048,4,2.23118,1612,"FA18UCpost","flanker",2.61905,3,0
851,16821,"PUF18","flanker",7.40637,4,3.35875,1613,"FA18UCpost","flanker",7.78181,5,3.0199
852,16820,"PUF18","flanker",8.28776,5,3.40681,1614,"FA18UCpost","flanker",8.22165,5,3.22165
854,16818,"PUF18","flanker",7.66751,5,3.02465,1615,"FA18UCpost","flanker",8.21988,5,3.21989
855,16817,"PUF18","flanker",7.77006,5,3.12721,1616,"FA18UCpost","flanker",7.99648,5,3.11552
856,16816,"PUF18","flanker",8.32863,5,3.32863,1617,"FA18UCpost","flanker",3.29268,3,2.40839
857,16815,"PUF18","flanker",3.45238,3,3.29167,1618,"FA18UCpost","flanker",5.93465,5,1.28349
857,16815,"PUF18","flanker",3.45238,3,3.29167,1619,"FA18UCpost","flanker",5.93465,5,1.28349
859,16813,"PUF18","flanker",8.47424,5,3.47424,1620,"FA18UCpost","flanker",7.88737,5,2.88737
860,16812,"PUF18","flanker",7.33628,5,2.81247,1621,"FA18UCpost","flanker",7.96697,5,2.96697
860,16812,"PUF18","flanker",7.33628,5,2.81247,1622,"FA18UCpost","flanker",7.96697,5,2.96697
862,16810,"PUF18","flanker",8.13896,5,3.13896,1623,"FA18UCpost","flanker",8.29716,5,3.29716
863,16809,"PUF18","flanker",7.797,5,2.797,1624,"FA18UCpost","flanker",7.51579,5,2.51579
865,16806,"PUF18","flanker",8.22871,5,3.22871,1625,"FA18UCpost","flanker",8.25902,5,3.25902
866,16805,"PUF18","flanker",8.42836,5,3.42835,1626,"FA18UCpost","flanker",8.32677,5,3.32677
866,16805,"PUF18","flanker",8.42836,5,3.42835,1627,"FA18UCpost","flanker",8.32677,5,3.32677
867,16804,"PUF18","flanker",3.80952,4,2.42548,1628,"FA18UCpost","flanker",6.3086,4,2.02289
868,16803,"PUF18","flanker",7.93229,4,3.52753,1629,"FA18UCpost","flanker",8.56746,5,3.56746
869,16802,"PUF18","flanker",7.94234,5,3.41853,1630,"FA18UCpost","flanker",8.34512,5,3.46417
871,16800,"PUF18","flanker",8.48437,5,3.48437,1631,"FA18UCpost","flanker",4.89768,5,0.191799
874,16797,"PUF18","flanker",8.01112,5,3.36826,1632,"FA18UCpost","flanker",8.04245,5,3.1644
874,16797,"PUF18","flanker",8.01112,5,3.36826,1633,"FA18UCpost","flanker",5,5,0
875,16796,"PUF18","flanker",5.00739,5,0.364534,1634,"FA18UCpost","flanker",6.29536,4,1.8906
877,16793,"PUF18","flanker",8.23048,5,3.23048,1635,"FA18UCpost","flanker",8.01675,5,3.01675
877,16793,"PUF18","flanker",8.23048,5,3.23048,1636,"FA18UCpost","flanker",8.01675,5,3.01675
878,16792,"PUF18","flanker",8.10557,5,3.10557,1637,"FA18UCpost","flanker",8.31746,5,3.31746
879,16791,"PUF18","flanker",7.26232,5,2.38137,1638,"FA18UCpost","flanker",7.27075,5,2.27075
880,16790,"PUF18","flanker",7.45083,5,2.45083,1639,"FA18UCpost","flanker",7.44042,5,2.44042
881,16789,"PUF18","flanker",2.85714,3,0,1640,"FA18UCpost","flanker",3.33333,3,0.486971
883,16787,"PUF18","flanker",8.03684,5,3.15588,1641,"FA18UCpost","flanker",5,5,0
884,16786,"PUF18","flanker",7.5074,5,2.5074,1642,"FA18UCpost","flanker",7.92299,5,2.92299
884,16786,"PUF18","flanker",7.5074,5,2.5074,1643,"FA18UCpost","flanker",7.92299,5,2.92299
884,16786,"PUF18","flanker",7.5074,5,2.5074,1644,"FA18UCpost","flanker",7.92299,5,2.92299
885,16785,"PUF18","flanker",8.25363,5,3.25363,1645,"FA18UCpost","flanker",8.1272,5,3.12721
886,16784,"PUF18","flanker",7.95626,5,2.95626,1646,"FA18UCpost","flanker",7.34877,5,2.58686
887,16783,"PUF18","flanker",7.92749,5,2.92749,1647,"FA18UCpost","flanker",7.96697,5,2.96697
887,16783,"PUF18","flanker",7.92749,5,2.92749,1648,"FA18UCpost","flanker",7.96697,5,2.96697
888,16782,"PUF18","flanker",6.63968,4,2.47302,1649,"FA18UCpost","flanker",5.68213,5,1.15832
890,16780,"PUF18","flanker",8.23401,5,3.35306,1650,"FA18UCpost","flanker",8.22165,5,3.22165
891,16779,"PUF18","flanker",7.6378,5,2.75685,1651,"FA18UCpost","flanker",7.52664,5,2.52664
892,16778,"PUF18","flanker",7.91831,5,3.03736,1652,"FA18UCpost","flanker",8.10888,5,3.10888
893,16777,"PUF18","flanker",8.2789,5,3.2789,1653,"FA18UCpost","flanker",8.38936,5,3.38936
893,16777,"PUF18","flanker",8.2789,5,3.2789,1654,"FA18UCpost","flanker",8.38936,5,3.38936
894,16776,"PUF18","flanker",8.25494,5,3.37399,1655,"FA18UCpost","flanker",8.13997,5,3.25902
894,16776,"PUF18","flanker",8.25494,5,3.37399,1656,"FA18UCpost","flanker",8.31128,5,3.43033
895,16775,"PUF18","flanker",6.86955,5,2.10764,1657,"FA18UCpost","flanker",7.29553,5,2.41748
896,16774,"PUF18","flanker",7.61709,5,2.61709,1658,"FA18UCpost","flanker",7.95626,5,2.95626
897,16773,"PUF18","flanker",7.52287,5,2.76096,1659,"FA18UCpost","flanker",5,5,0
899,16771,"PUF18","flanker",8.06728,5,3.42442,1660,"FA18UCpost","flanker",7.70752,5,3.06467
899,16771,"PUF18","flanker",8.06728,5,3.42442,1661,"FA18UCpost","flanker",7.70752,5,3.06467
900,16770,"PUF18","flanker",8.04215,5,3.04215,1662,"FA18UCpost","flanker",5,5,0
900,16770,"PUF18","flanker",8.04215,5,3.04215,1663,"FA18UCpost","flanker",7.16148,4,3.11386
902,17347,"PUF18","flanker",2.85714,3,0,1356,"FA18UCpost","flanker",3.92857,4,2.6504
903,17346,"PUF18","flanker",8.13781,5,3.3759,1357,"FA18UCpost","flanker",8.58668,5,3.58668
904,17345,"PUF18","flanker",8.08332,5,3.20237,1358,"FA18UCpost","flanker",8.47424,5,3.47424
906,17344,"PUF18","flanker",7.78012,5,2.89917,1359,"FA18UCpost","flanker",7.67907,5,2.67907
907,17175,"PUF18","flanker",4.64286,5,0,1380,"FA18UCpost","flanker",5,5,0
907,17175,"PUF18","flanker",4.64286,5,0,1381,"FA18UCpost","flanker",5,5,0
907,17175,"PUF18","flanker",4.64286,5,0,1382,"FA18UCpost","flanker",5,5,0
908,17174,"PUF18","flanker",7.96237,5,2.96237,1383,"FA18UCpost","flanker",7.6478,5,2.8859
909,17173,"PUF18","flanker",6.36516,4,2.1985,1384,"FA18UCpost","flanker",6.73897,5,2.09611
910,17172,"PUF18","flanker",3.80952,4,2.80542,1385,"FA18UCpost","flanker",8.39322,5,3.39322
911,17172,"PUF18","flanker",6.96761,4,2.91999,1385,"FA18UCpost","flanker",8.39322,5,3.39322
912,17172,"PUF18","flanker",8.10365,5,3.34175,1385,"FA18UCpost","flanker",8.39322,5,3.39322
913,17172,"PUF18","flanker",8.10365,5,3.34175,1385,"FA18UCpost","flanker",8.39322,5,3.39322
915,17170,"PUF18","flanker",7.56285,5,2.91999,1386,"FA18UCpost","flanker",7.87411,5,3.1122
916,17169,"PUF18","flanker",3.92857,4,2.07138,1387,"FA18UCpost","flanker",6.65071,5,1.65071
917,17168,"PUF18","flanker",7.5327,5,2.5327,1388,"FA18UCpost","flanker",8.07603,5,3.07603
918,17167,"PUF18","flanker",8.45907,5,3.57811,1389,"FA18UCpost","flanker",6.70105,5,1.70105
919,17166,"PUF18","flanker",7.68696,5,2.68696,1390,"FA18UCpost","flanker",7.76245,5,2.8815
921,17164,"PUF18","flanker",7.92299,5,2.92299,1391,"FA18UCpost","flanker",7.74729,5,2.74729
922,17163,"PUF18","flanker",6.76517,4,2.71755,1392,"FA18UCpost","flanker",6.83135,4,2.66468
923,17162,"PUF18","flanker",8.09238,5,3.09238,1393,"FA18UCpost","flanker",7.40839,5,2.40839
924,17161,"PUF18","flanker",4.75285,5,0.109993,1394,"FA18UCpost","flanker",6.40307,5,1.52212
925,17160,"PUF18","flanker",3.80952,4,1.98643,1395,"FA18UCpost","flanker",3.69048,4,2.1884
926,17159,"PUF18","flanker",3.69048,4,1.95157,1396,"FA18UCpost","flanker",5.7864,5,0.786402
927,17158,"PUF18","flanker",3.92857,4,2.34814,1397,"FA18UCpost","flanker",6.56341,4,2.51579
928,17157,"PUF18","flanker",7.2801,5,2.5182,1398,"FA18UCpost","flanker",8.05016,5,3.05016
929,17157,"PUF18","flanker",7.2801,5,2.5182,1398,"FA18UCpost","flanker",8.05016,5,3.05016
930,17157,"PUF18","flanker",5,5,0,1398,"FA18UCpost","flanker",8.05016,5,3.05016
931,17156,"PUF18","flanker",3.69048,4,0.308048,1399,"FA18UCpost","flanker",7.86255,5,2.86255
932,17152,"PUF18","flanker",7.67121,5,2.67121,1419,"FA18UCpost","flanker",7.55098,5,2.55098
933,17151,"PUF18","flanker",8.06079,5,3.17984,1420,"FA18UCpost","flanker",8.33111,5,3.45016
934,17150,"PUF18","flanker",6.3759,5,1.49495,1421,"FA18UCpost","flanker",3.80952,4,1.16294
935,17149,"PUF18","flanker",5.71556,5,0.834609,1422,"FA18UCpost","flanker",6.60264,5,1.84073
936,17147,"PUF18","flanker",6.38685,5,1.38685,1423,"FA18UCpost","flanker",7.00408,5,2.12312
937,17146,"PUF18","flanker",3.80952,4,1.70802,1424,"FA18UCpost","flanker",6.61312,5,1.97026
938,17145,"PUF18","flanker",3.69048,4,1.90177,1425,"FA18UCpost","flanker",3.80952,4,1.44179
939,17144,"PUF18","flanker",7.63623,5,2.63623,1426,"FA18UCpost","flanker",7.2519,5,2.2519
940,17143,"PUF18","flanker",3.69048,4,1.73696,1427,"FA18UCpost","flanker",3.45238,3,1.77198
941,17142,"PUF18","flanker",7.3388,5,2.57689,1428,"FA18UCpost","flanker",7.57014,5,2.80824
942,17141,"PUF18","flanker",7.12293,5,2.48008,1429,"FA18UCpost","flanker",7.65155,5,2.7706
943,17140,"PUF18","flanker",8.18847,5,3.18847,1430,"FA18UCpost","flanker",7.98322,5,3.10227
944,17139,"PUF18","flanker",3.57143,4,0,1431,"FA18UCpost","flanker",7.35694,5,2.35694
945,17138,"PUF18","flanker",7.12691,4,3.07929,1432,"FA18UCpost","flanker",6.76858,4,2.60191
945,17138,"PUF18","flanker",7.12691,4,3.07929,1433,"FA18UCpost","flanker",6.76858,4,2.60191
946,17137,"PUF18","flanker",7.28809,5,2.64524,1434,"FA18UCpost","flanker",7.51099,5,2.51099
946,17137,"PUF18","flanker",7.28809,5,2.64524,1435,"FA18UCpost","flanker",7.51099,5,2.51099
946,17137,"PUF18","flanker",7.28809,5,2.64524,1436,"FA18UCpost","flanker",7.51099,5,2.51099
947,17136,"PUF18","flanker",7.13833,5,2.49547,1437,"FA18UCpost","flanker",7.93502,5,2.93502
948,17135,"PUF18","flanker",7.57788,5,2.93502,1438,"FA18UCpost","flanker",7.86981,5,2.86981
949,17134,"PUF18","flanker",4.7619,5,0,1439,"FA18UCpost","flanker",7.44793,5,2.56698
950,17133,"PUF18","flanker",7.56735,5,2.92449,1440,"FA18UCpost","flanker",7.50262,5,2.50262
951,17132,"PUF18","flanker",6.88461,5,1.88461,1441,"FA18UCpost","flanker",6.9066,5,2.02565
952,17100,"PUF18","flanker",6.80427,5,2.16142,1360,"FA18UCpost","flanker",6.34134,4,1.93658
953,17099,"PUF18","flanker",8.14971,5,3.50685,1361,"FA18UCpost","flanker",7.61619,5,3.09238
954,17098,"PUF18","flanker",8.53169,5,3.53169,1362,"FA18UCpost","flanker",8.27611,5,3.39516
955,17097,"PUF18","flanker",8.2789,5,3.2789,1363,"FA18UCpost","flanker",8.13559,5,3.13559
955,17097,"PUF18","flanker",8.2789,5,3.2789,1364,"FA18UCpost","flanker",8.13559,5,3.13559
955,17097,"PUF18","flanker",8.2789,5,3.2789,1365,"FA18UCpost","flanker",8.13559,5,3.13559
955,17097,"PUF18","flanker",8.2789,5,3.2789,1366,"FA18UCpost","flanker",8.13559,5,3.13559
956,17096,"PUF18","flanker",7.83942,5,3.31561,1367,"FA18UCpost","flanker",7.76805,4,3.48234
957,17095,"PUF18","flanker",5,5,0,1368,"FA18UCpost","flanker",7.67382,5,2.67382
958,17094,"PUF18","flanker",7.66598,5,2.66598,1369,"FA18UCpost","flanker",7.78308,5,2.90213
959,17093,"PUF18","flanker",8.20395,5,3.5611,1370,"FA18UCpost","flanker",8.01017,5,3.24826
960,17092,"PUF18","flanker",7.73041,5,2.96851,1371,"FA18UCpost","flanker",7.92899,5,2.92899
961,17091,"PUF18","flanker",7.02523,5,2.50142,1372,"FA18UCpost","flanker",7.69994,5,2.93804
962,17090,"PUF18","flanker",7.95626,5,2.95626,1373,"FA18UCpost","flanker",7.49528,5,2.85242
963,17089,"PUF18","flanker",7.60282,5,2.84092,1374,"FA18UCpost","flanker",7.60253,5,2.72158
964,17088,"PUF18","flanker",7.58686,5,2.58686,1375,"FA18UCpost","flanker",7.23427,5,2.23427
965,17087,"PUF18","flanker",3.45238,3,2.76784,1376,"FA18UCpost","flanker",7.71614,5,2.83519
966,17086,"PUF18","flanker",7.77845,5,3.13559,1377,"FA18UCpost","flanker",8.1026,5,3.22165
967,17085,"PUF18","flanker",7.21158,5,2.44967,1378,"FA18UCpost","flanker",7.46781,5,2.58686
969,17083,"PUF18","flanker",7.78182,5,3.13896,1379,"FA18UCpost","flanker",8.25902,5,3.25902
970,17077,"PUF18","flanker",7.73777,5,2.73777,1400,"FA18UCpost","flanker",7.52785,5,2.52785
971,17076,"PUF18","flanker",7.54653,4,3.26082,1401,"FA18UCpost","flanker",3.92857,4,2.75685
973,17074,"PUF18","flanker",5.99063,4,1.70492,1402,"FA18UCpost","flanker",5.76128,5,1.11842
974,17073,"PUF18","flanker",7.73502,5,2.97312,1403,"FA18UCpost","flanker",7.99315,5,3.1122
975,17072,"PUF18","flanker",8.11143,5,3.23048,1404,"FA18UCpost","flanker",7.78497,5,3.02307
976,17071,"PUF18","flanker",2.85714,3,1.06945,1405,"FA18UCpost","flanker",7.33769,5,2.81388
977,17070,"PUF18","flanker",2.97619,3,2.06384,1406,"FA18UCpost","flanker",3.92857,4,1.62976
978,17069,"PUF18","flanker",7.45909,5,2.57814,1407,"FA18UCpost","flanker",3.21429,3,3.711
979,17068,"PUF18","flanker",8.84924,5,3.84924,1408,"FA18UCpost","flanker",8.05256,4,3.64779
980,17067,"PUF18","flanker",3.33333,3,0.84382,1409,"FA18UCpost","flanker",7.82615,5,3.18329
981,17066,"PUF18","flanker",7.82495,5,3.06305,1410,"FA18UCpost","flanker",7.29502,5,2.41407
982,17065,"PUF18","flanker",7.55036,4,3.50274,1411,"FA18UCpost","flanker",8.17652,5,3.41461
983,17064,"PUF18","flanker",7.93755,5,3.05659,1412,"FA18UCpost","flanker",5,5,0
985,17062,"PUF18","flanker",3.45238,3,3.34551,1413,"FA18UCpost","flanker",7.61433,5,2.85242
985,17062,"PUF18","flanker",3.45238,3,3.34551,1414,"FA18UCpost","flanker",3.21429,3,5
986,17061,"PUF18","flanker",6.68607,4,2.5194,1415,"FA18UCpost","flanker",3.92857,4,2.42319
987,17060,"PUF18","flanker",2.97619,3,5,1416,"FA18UCpost","flanker",2.97619,3,0.0288425
988,17059,"PUF18","flanker",8.12386,5,3.24291,1417,"FA18UCpost","flanker",8.28436,5,3.28436
989,17058,"PUF18","flanker",7.66338,5,2.66338,1418,"FA18UCpost","flanker",7.58647,5,2.70552
990,17051,"PUF18","flanker",7.70021,5,3.1764,1443,"FA18UCpost","flanker",7.75822,5,2.75822
990,17051,"PUF18","flanker",7.70021,5,3.1764,1444,"FA18UCpost","flanker",7.75822,5,2.75822
991,17045,"PUF18","flanker",6.47296,5,1.47295,1450,"FA18UCpost","flanker",7.44388,5,2.44388
992,17044,"PUF18","flanker",5,5,0,1451,"FA18UCpost","flanker",6.39011,5,1.39011
994,16998,"PUF18","flanker",6.35705,5,1.83324,1522,"FA18UCpost","flanker",6.35557,5,1.59367
995,16996,"PUF18","flanker",3.57143,4,1.58711,1523,"FA18UCpost","flanker",7.11419,5,2.23324
996,16960,"PUF18","flanker",6.94834,4,2.78167,1461,"FA18UCpost","flanker",7.72617,5,2.84522
997,16959,"PUF18","flanker",5.78898,4,1.50327,1462,"FA18UCpost","flanker",3.80952,4,1.48186
999,16957,"PUF18","flanker",8.13559,5,3.13559,1463,"FA18UCpost","flanker",7.95016,5,2.95016
1001,16955,"PUF18","flanker",7.911,5,3.1491,1464,"FA18UCpost","flanker",7.59312,5,2.59312
1002,16954,"PUF18","flanker",7.87127,5,2.87127,1465,"FA18UCpost","flanker",6.71813,5,1.71813
1003,16953,"PUF18","flanker",7.74347,5,3.10061,1466,"FA18UCpost","flanker",7.90877,5,3.02782
1005,16951,"PUF18","flanker",6.68053,5,2.03767,1467,"FA18UCpost","flanker",7.44887,5,2.68696
1007,16941,"PUF18","flanker",3.92857,4,2.68828,1501,"FA18UCpost","flanker",3.69048,4,2.8669
1008,16940,"PUF18","flanker",7.35524,4,3.06953,1502,"FA18UCpost","flanker",7.48244,5,2.48244
1010,16938,"PUF18","flanker",7.71621,5,2.71621,1503,"FA18UCpost","flanker",8.05498,5,3.05498
1011,16937,"PUF18","flanker",6.87462,5,1.99367,1504,"FA18UCpost","flanker",7.25816,5,2.25816
1012,16936,"PUF18","flanker",8.10227,5,3.10227,1505,"FA18UCpost","flanker",8.06791,5,3.06791
1013,16930,"PUF18","flanker",7.5327,5,2.5327,1511,"FA18UCpost","flanker",7.78445,5,2.78445
1020,16950,"PUF18","flanker",8.00481,5,3.12386,1468,"FA18UCpost","flanker",8.08255,5,3.08255
1021,16946,"PUF18","flanker",5.26656,5,0.623708,1471,"FA18UCpost","flanker",7.16438,5,2.28342
1023,16947,"PUF18","flanker",7.69623,5,3.05337,1470,"FA18UCpost","flanker",8.29955,5,3.65669
1025,16948,"PUF18","flanker",3.57143,4,3.22341,1469,"FA18UCpost","flanker",6.58058,5,1.58058
1026,17015,"PUF18","flanker",5,5,0,1491,"FA18UCpost","flanker",7.56451,5,2.56451
1027,17015,"PUF18","flanker",5,5,0,1491,"FA18UCpost","flanker",7.56451,5,2.56451
1028,17010,"PUF18","flanker",7.0942,5,2.0942,1496,"FA18UCpost","flanker",8.47021,5,3.47021
1030,17017,"PUF18","flanker",0,4,0,1489,"FA18UCpost","flanker",7.88826,5,3.00731
1031,17025,"PUF18","flanker",5,5,0,1480,"FA18UCpost","flanker",8.00125,5,3.23935
1032,17033,"PUF18","flanker",4.61538,5,0,1473,"FA18UCpost","flanker",8.06139,5,3.41853
1033,17026,"PUF18","flanker",5,5,0,1479,"FA18UCpost","flanker",8.1902,5,3.1902
1034,17026,"PUF18","flanker",8.19888,5,3.19888,1479,"FA18UCpost","flanker",8.1902,5,3.1902
1035,17012,"PUF18","flanker",5,5,0,1494,"FA18UCpost","flanker",7.53935,4,3.25363
1036,17013,"PUF18","flanker",7.62688,5,2.74592,1493,"FA18UCpost","flanker",7.88443,5,2.88443
1037,17013,"PUF18","flanker",5,5,0,1493,"FA18UCpost","flanker",7.88443,5,2.88443
1038,16990,"PUF18","flanker",7.77808,5,3.1627,1529,"FA18UCpost","flanker",8.22517,5,3.22517
1039,16990,"PUF18","flanker",7.6699,5,2.6699,1529,"FA18UCpost","flanker",8.22517,5,3.22517
1041,16987,"PUF18","flanker",8.11824,5,3.34551,1531,"FA18UCpost","flanker",7.63233,5,2.75138
1042,16994,"PUF18","flanker",5,5,0,1525,"FA18UCpost","flanker",8.22871,5,3.22871
1043,16994,"PUF18","flanker",7.95778,5,2.95778,1525,"FA18UCpost","flanker",8.22871,5,3.22871
1044,16994,"PUF18","flanker",5,5,0,1525,"FA18UCpost","flanker",8.22871,5,3.22871
1046,16927,"PUF18","flanker",7.36575,5,2.4848,1514,"FA18UCpost","flanker",7.9383,5,3.1764
1047,16925,"PUF18","flanker",7.94077,5,3.05982,1516,"FA18UCpost","flanker",7.44097,5,2.67907
1048,16923,"PUF18","flanker",7.69755,5,2.69755,1518,"FA18UCpost","flanker",7.70286,5,2.70286
1049,16923,"PUF18","flanker",7.69755,5,2.69755,1518,"FA18UCpost","flanker",7.70286,5,2.70286
1050,16921,"PUF18","flanker",7.608,5,3.08419,1520,"FA18UCpost","flanker",7.86087,5,3.09897
1051,16984,"PUF18","flanker",5,5,0,1534,"FA18UCpost","flanker",8.04215,5,3.04215
1052,16984,"PUF18","flanker",8.02328,5,3.14233,1534,"FA18UCpost","flanker",8.04215,5,3.04215
1053,16932,"PUF18","flanker",5,5,0,1509,"FA18UCpost","flanker",8.23591,5,3.35495
1054,16932,"PUF18","flanker",7.2681,5,2.5062,1509,"FA18UCpost","flanker",8.23591,5,3.35495
1055,16935,"PUF18","flanker",6.72502,5,1.84407,1506,"FA18UCpost","flanker",5,5,0
1056,16982,"PUF18","flanker",5,5,0,1536,"FA18UCpost","flanker",6.69518,5,2.17137
1057,16931,"PUF18","flanker",7.41101,5,2.64911,1510,"FA18UCpost","flanker",7.79796,5,2.917
1058,16924,"PUF18","flanker",8.07115,5,3.07115,1517,"FA18UCpost","flanker",8.37017,5,3.37017
1059,16922,"PUF18","flanker",7.68696,5,2.68696,1519,"FA18UCpost","flanker",7.84092,5,2.84092
1060,16928,"PUF18","flanker",7.52233,5,2.64137,1513,"FA18UCpost","flanker",7.78605,5,2.90509
1061,16929,"PUF18","flanker",5.52093,4,1.11616,1512,"FA18UCpost","flanker",7.99949,5,2.99949
1062,16929,"PUF18","flanker",5.52093,4,1.11616,1512,"FA18UCpost","flanker",7.99949,5,2.99949
1063,16929,"PUF18","flanker",5.52093,4,1.11616,1512,"FA18UCpost","flanker",7.99949,5,2.99949
1064,16933,"PUF18","flanker",7.91402,5,2.91402,1508,"FA18UCpost","flanker",8.12219,5,3.12219
1065,16934,"PUF18","flanker",3.80952,4,5,1507,"FA18UCpost","flanker",7.87565,5,2.87564
1066,16995,"PUF18","flanker",7.28158,4,2.86981,1524,"FA18UCpost","flanker",6.52235,5,1.8795
1067,16926,"PUF18","flanker",3.92857,4,2.05632,1515,"FA18UCpost","flanker",6.16299,4,2.11537
1068,16992,"PUF18","flanker",5,5,0,1527,"FA18UCpost","flanker",7.94561,5,2.94561
1069,16992,"PUF18","flanker",7.26865,5,2.26865,1527,"FA18UCpost","flanker",7.94561,5,2.94561
1070,16993,"PUF18","flanker",6.03281,5,1.27672,1526,"FA18UCpost","flanker",7.57814,5,2.57814
1071,17248,"PUF18","flanker",8.36735,5,3.4864,1218,"fa18UCp1","flanker",8.00005,4,3.59529
1071,17248,"PUF18","flanker",8.36735,5,3.4864,1540,"FA18UCpost","flanker",7.45285,4,3.28619
